rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
3,"We were disappointed in this. We expected some heart warming original paintings  and sculptures of cats but it was mostly posters  involving cats and different odd things , spread over two floors,  but we didn't feel the many of works were very original and it didn't really engaged us cat lovers enough.",Jun 2014,Couples,date_with_label,負面,負面
5,Loved the quirky cat art and memorabilia. Nice to visit a different type of museum rather than just art or history,Jul 2014,Friends,date_with_label,正面,正面
4,"It’s a charming museum that you can see in about an hour.  Besides many the cat posters, paintings, and sculptures, there was a special exhibit (Foujita), a table of letters to cats, photos of celebrities with their cats, and the museum cat herself. Visit included in the Iamsterdam City Card.",Jun 2014,Couples,date_with_label,正面,正面
3,"Basically a collection of cat art and posters. Only go if you love cats though. I enjoyed it, especially the section on the founders own cat. Had some fun posters and some art by artists such as Picasso. Won't take you long to go round and we made the inevitable purchase of a cat poster. The hotel cat even joined me for my trip to the ladies - that's service!",Jun 2014,Couples,date_with_label,正面,正面
5,We chose this museum as we are cat lovers and wanted a museum off the beaten track. We found it here. The museum is housed in lovely old canal house that is in fact someones home. The 2 for one deal of viewing the canal house and the cat art was a win -win. The cat art is interesting including some well known artists. its small enough not to be over whelming. If you love cats... you must visit this along with the cat boat on the singel canal.,May 2014,Couples,date_with_label,正面,正面
4,"We decided to visit the Cat Museum because it's in one of the canalside merchants' houses, and the other tours of those were far more expensive. And we weren't disappointed - we were able to get a really good idea of the opulence and scale of the inside of these vast homes. The cat museum itself was certainly a bit on the odd side, it basically feels like an extensive personal collection of cat-related memorabilia, some of it very valuable indeed, much very strange, and some genuinely beautiful. It's quite interesting but tucked away in one corner was a sort of shrine to a cat who had once lived on the property, including a bottle of wine he'd been bought and a collection of dollar bills which had been printed with his picture on them. A cautionary exhibit, perhaps, of what can happen if one becomes a little too dependent on one's cats for company.",Feb 2014,Couples,date_with_label,正面,正面
5,"The Kattenkabinet was a great stop on a rainy day in Amsterdam! The cat memorabelia and the real cats made my day! Also, the museum is inside a real canal house so you can see what one looks like on the inside. It was a really good, relaxing stop. Also, it's just a short walk to the tram as well.",Apr 2014,Solo,date_with_label,正面,正面
4,"We went here on the spur of the moment and we really happy we did!A fabulous building in its own right-one of those places you think you can do in 5 minutes but the more you look,the more you see.Loved the posters and prints but also the fab paintings.Definitely for the cat mad!",May 2014,Couples,date_with_label,正面,正面
4,"this was a lucky find - it's a compact little museum, out of the way and blissfully quiet compared to the 'bigger' attractions. The collection is varied and fascinating, from Art Nouveau prints to sculptures, postcards and sketches, pottery and jewellery. Perhaps my favourite feature was the desk covered in notes from visitors around the world, sharing the names of their own cats.It's also really nice to get a feel of what the lovely canalside houses look like from the inside, including a view out onto the gardens. I wasn't lucky enough to meet the resident cats, but I hear they make great tour guides.",Mar 2014,Couples,date_with_label,正面,正面
4,"After dealing with the crowds at all the mainstream Amsterdam attractions, we were glad to visit the Kattenkabinet.  In addition to all the cat-themed artwork, the house itself is very ornate and historic.  Check out the restored fresco on the second floor ceiling.  And if you're really adventurous, check out the second floor restroom - it's tiny!  The quirkiest item we saw there was the Louis Vutton portable litter box that once belonged to J.P. Morgan.  There were also some interesting posters for sale in the gift shop - nice unique gifts for cat-loving friends back home!",Apr 2014,Friends,date_with_label,正面,正面
4,"This museum is little known but a real gem to visit, especially for cat lovers! It's situated in a beautiful 17th century canal house-all the rooms of the museum have original beautiful decor, with all forms of cat art represented; painting, sculpture, potter,prints, etc. Bonus is a view at the back of one of Amsterdam's beautiful gardens. I find the entry fee reasonable and well worth a visit!",Mar 2014,Friends,date_with_label,正面,正面
4,"The collection of cat related art is interesting, weird, and funny. The building is worth a visit if you want to see how the rich people lived in this area. You can take a look at those hidden gardens (but not allowed to go out). I don't find the entrance fee (6 EUR) too much, but it's true that for 8 EUR you can enter the more sophisticated Willet-Holthuysen Museum.If you are a cat lover, this place is definitely recommended. If you don't like cats but need to follow someone who does, you will probably still enjoy this nice building.",Apr 2014,Couples,date_with_label,正面,正面
4,"Preferring quiet to crowds, and more obscure attractions for a different experience, I found myself here. I had a little trouble finding it, but once I was there everything went smoothly enough. Entry fee is a little steep, some might say, but just marginally if so, or one can look at it another way, all this cat related memorabilia has been collected and nicely placed around this building. For me actually, perhaps the building itself is the most charming thing. I quite enjoyed the internal architecture and walking through the rooms. Pictures of cats and other cat related things surrounding the place just enhanced that somewhat. There were also a few cats just walking around or sitting on the furniture, for additional cat effect. It's not a huge place you can spend hours in but you can take your time and though I didn't try it, I suppose it might be a cosy couch in an enticing room, to sit and read a bit of your book in. There is a little gift shop also, but what you get doesn't seem to quite justify the prices in most cases. I did want to check out the Van Gogh museum but the queue outside it was terrifying. The cat museum was a good substitute.",Jul 2013,Friends,date_with_label,正面,正面
4,"This place is also known as the Cat Museum. It is sited in a canal side house along the Herengracht, which means it was (or may still be) a house of the gentry (a wealthy merchant). If you look beyond the cat paraphernalia and see the actual decoration of the house you will see this is a house of quality. Fine plaster work and artistically painted roundel ceiling scenes. You are only allowed to walk around the first floor, but this place had a ballroom !Back to the cat stuff. The museum is not a destination in itself as you will only be there for about 30-40 minutes, mainly taking photographs and finding the best angle. I recommend that you combine your visit with the ""Museum of Bags & Purses"" and the ""Holthuysen Museum"", both of which are along the Herengracht. If you are a ""speedy"" tourist you may also be able to visit the Hermitage on the same day. Use tram 9 from the Centraal Station.The Kat Kabinet is really unusual, no matter where you look you will see something that is cat related. Painting, posters, ceramics, sculptures; you name it, if it is cat in it, it will be here.As other reviewers have stated, it is a great place for cat lovers. But if after having one of those canal cruises you want to look inside one of the those houses, this single floor will not disappoint.",Mar 2014,Couples,date_with_label,正面,正面
4,"We liked this place.  Okay, so we are cat lovers so you would expect that!  Basically, it is an old canal side house (beautiful on it's own) and it is filled with cat artwork.  There are also (at least) 3 kitties that call the place their home.",Mar 2014,,date_only,正面,正面
4,Loved this little museum. The highlight was definately the 3 resident cats who seemed in their element welcoming visitors.,Mar 2014,Friends,date_with_label,正面,正面
5,Interesting and vast collection of curiosities. Make sure to keep an eye out for the resident kitty! Not the biggest place in the world - don't enter under the impression that you'll be in the place for hours and entertained by someone. It's a place to wander and peruse in your own sweet time. Make sure to take a scrap of paper - lovely little sideboard in one of the rooms that's full of little drawings and notes that visitors have left behind. Spent a while reading them and leaving our own. I do have to wonder if the resident kitty is trained to lead people to the gift shop though?? He did with us and we ended up spending 20 Euros on artwork for our house!,Mar 2014,Couples,date_with_label,正面,正面
3,"Lots of odd cat related pictures in a really cool old canal house. There's also some museum cats lounging around who are quite happy to be petted!Perhaps a little overpriced for the size, but definitely fun!",Feb 2014,Couples,date_with_label,正面,正面
4,"Having two cats at home, we were very interested in this and had a great time looking at the weird artwork and the various cat bits and bobs. The best bit was seeing the real life cats wandering about and knocking lumps out of each other! They were very playful and enjoyed being clapped while they ripped apart the catpets and furniture.",Feb 2014,Couples,date_with_label,正面,正面
5,Lovely little place full of stunning pieces. And the best part? The 2 resident cats! Go and visit the poezenboot first for a discount on entry :),Jan 2014,,date_only,正面,正面
4,"We came across the card for the Kattenkabinet in the foyer of our hotel over breakfast.We were on the last leg of our holiday and missing our furry friends back home and I thought this would be a bit of fun, and it was!We were greeted at the front desk by the resident kitty ( lots of awws! ) and made our way around the through the old canal building.  Posters, original art, statues, photography, even a drawing by Picasso.  Plenty to see .. even a poster from the first movie I ever saw: The Cat from Out of Space!On our way out I purchased some posters from the gift shop and my boys were allowed to select a complimentary postcard each to keep.  More on Amsterdam here: http://hbfotografic.blogspot.com.au/2013/06/amsterdam.html",Feb 2013,,date_only,正面,正面
4,"This is most definetly one of those small, ""weird"" places you have to visit whilst getting lost in Amsterdam. Had such a fun time there, paintings, statues, decorations, small items, everything in there was about cats! And we saw maybe 6 or 7 cats sleeping and walking around in there. If you find that cats are close to your heart, you will lose your heart to this place! :)",Jul 2013,Friends,date_with_label,正面,正面
5,"If you are a cat lover, PLEASE go. There's an extensive collection of everything cat - posters, pictures, drawings, articles, statues, artwork etc! All of it housed in a gorgeous house with wonderful interior and architecture - it's like you were back in the 1700 or 1800s! It was a bit hard to find but a friendly local helped us out, so don't be afraid to ask for directions. Just remember that the odd numbers are on one side and the even numbers on the other side of the canal. The store is wonderful as well if you want posters to bring home, postcards and so on. There were even 3 lovely kitties you can play with, which were definitely the highlight of the place!",Dec 2013,Couples,date_with_label,正面,正面
5,"Fun, quirky and unique. It's full of all things cat. There are statues, paintings and posters. Lots to look at and it gives you the chance to see inside one of the beautiful old canal houses. The rooms still have the amazing staircase and furnishings that feel a little like you've stepped back in time. For €6 I thought it was pretty good :) Apparently there are lots of cats wondering about, I only saw one having a good catnap while I was there. There's a gift shop where you can buy cat-featuring posters and postcards to your hearts content. If you like cats... it's definitely worth going.",Dec 2013,Couples,date_with_label,正面,正面
4,"Cost €6 which we thought was very reasonable. Lots of intresting cat related things to look at, and also the best bit is cats roam the museum and theyre all very friendly and like to be petted. Inside a large house so it was good to be able to see the inside of a hisorical building too. Has a gift shop with loads of posters and postcards of cats. Worth a visit but not the sort of place you would visit twice.",Dec 2013,Friends,date_with_label,正面,正面
1,"Lots of old paintings and pictures of cats. I am a cat person, but this was boring. There was 2 cats there, but did not get to cuddle with them as someone else already got to them first ;( nothing interesting in the ""gift shop"" either. Not worth going here. Only thing interesting is seeing an old Amsterdam house from inside.",Dec 2013,,date_only,負面,負面
4,"My partner and I have two cats and love everything cat-related. We were very excited to visit the Kattenkabinet and knew what to expect. Yes it is a bit small but the 6 euro fee is not extortion either as long as it keeps this place open. There were some very beautiful paintings and ornaments and the old house was just impressive - especially the *dining room.*The gentleman selling the tickets and the souvenirs was incredibly unfriendly though, I don't know how you can be if you work in this place. Unfortunately the live kitties were not out for us, we were probably too early! we bought some postcards - one free one with a coupon we got from our hotel - and a great poster of an old advert featuring cats for a reasonnable price.",Nov 2013,Couples,date_with_label,中立,負面
5,"Just got back from a visit to this delightful small museum. Pleasant canal side setting. Charming old house. Soft and friendly cats to address. Varied and interesting posters and paintings. Highlights are the posters by Steinlen, well explained and visually pleasing, for example an advertisement for the Paris vet clinic Chekon, with the artist's daughter surrounded by cats and dogs. A quiet corner commemorates the cat companion of the owner, who was once commemorated on American bank notes, a special present to him! (Limited edition, of course).Good cards and posters in small shop. Pleasant and helpful staff. A lovely place to visit it you love cats. Shall think of it often.",Nov 2013,Couples,date_with_label,正面,正面
5,"Cat lovers worldwide, Rejoice! This museum is possible a blessing to our kind, with many cats to pet and cat-ifacts to see, i was in my element/",Jan 2013,Solo,date_with_label,正面,正面
4,"Small but fun museum for the cat lover. Everything you could imagine relating to our feline friends, including posters, pictures, sculptures, even a small section dedicated to one of the owner's previous cats. There is a shop selling cat-themed items on the ground floor, and a few resident real-life moggies!",Oct 2013,Solo,date_with_label,正面,正面
4,"Hidden away in this small 4 room museum are works by Picaso and Rembrant which are displayed modestly along with many more cat-related paintings and art-objects, if it wasn't for a small perspex plate beside them, I could have easily missed their origin. Obviously, there are quite a few house cats about as well :)While the museum was great fun, 6 EUR for a 15-20 min visit is a bit of a steep price to my taste. If you can enter for free using a city/museum card (and love cats) this is a must. Otherwise, take the price under consideration.",Oct 2013,Couples,date_with_label,中立,中立
4,"Day three in Amsterdam began with French toast for breakfast, followed by a short stroll to the Katten Kabinet (cat museum). The Cat Cabinet offers a wide look at the role of the cat in art and in culture through the centuries, and was a real treat for me. Everything here is cat related; there were even two resident cats in the foyer. The Cat Cabinet was founded in commemoration of the ginger cat John Pierpont Morgan (1966-1983). This special cat was the stubborn, headstrong companion of the museum's founder, Bob Meijer.The only downside was that the gallery was really rather small, and only kept our attention for half an hour or so.",Aug 2013,,date_only,正面,正面
5,"Capitals needed for a cat lover like me! I loved it! A lovely little house, full of old/new ornaments, real cats, posters, videos.. you name it, they've got it! Not expensive either, and they have a lovely little shop full of cute catness!",Aug 2013,Couples,date_with_label,正面,正面
4,"We were met in the hallway by a lovely (real live) tabby cat that the receptionist told us was the owner’s 18 year old treasured pet. Making our way up the stairway we began the tour of this relatively small but interesting museum. Being feline lovers it was great to see the appearance and portrayal of cats in various artistic formats, posters, paintings, sculpture and porcelain.It was also a good opportunity to see the interior of a grand canal side house.",Jul 2013,Couples,date_with_label,正面,正面
5,The friendly woman gave us free entrance because we arrived half an hour before closing time. The house is beautiful and relaxing place to be. the paintings are stunning. 2  cats were sleeping  peacfully on the couch! i would recommend it to my friends,Jul 2013,Friends,date_with_label,正面,正面
4,"Nobody who came to this museus mentioned the amusing Russian animation of Kipling's ""The CAT that walked by Himself"" from his 'JUST SO STORIES'. I had to come thrice to the museum to see it.. By itself, it is a brief and comprehensive (pre)history of how savage man defended himself from the bison, the mammoth, the saber tiger, and later tamed the wild animals (wolf into dog, horse, cow) for his service and their nurturing and protection. How woman tames wild man, and finally.... enter the Cat that walks by himself, who cunningly tames the witchy woman to his convenience, not without offering a triad of services. Yet, fails to befriend man and dog. But still, He is the Cat that walks by himself and all places are alike to him. Superb.  And yes, cute little living cats sleeping in Louis XV divans and couchces do not seem to respond to human stroking, as though they were drugged by the hemp tourists themselves consume in Amsterdam. Hey, but don´t forget, cats walk on their own and all places (and people) are alike to them.  This is Lorenzo da Firenze, from Florence and Mexico City.",Jun 2013,Couples,date_with_label,正面,正面
1,"I am a huge cat lover, so I was a bit excited to go in here. I was sadly very disappointed.After paying 6€ for entry, we walked up the stairs to discover that the museum consisted of three rooms and a small hallway. Despite the fact that the old house itself was very nice, we left feeling like it was a waste of money. The lady at the desk was also less than enthusiastic about being there, which did nothing to help the situation.",Jul 2013,,date_only,負面,負面
5,"Great little museum, four beautiful rooms and hallways displaying cats in art and commercials. Interesting  to see that Picasso sucked at drawing cats... we were also welcomed by three residentials that lived in the house. Three very friendly and cuddly striped cats thar made their very best to make us feel welcome. They had their own very special waterhole in the museum. Go see..... We loved it!",Jul 2013,,date_only,正面,正面
1,"As cat lovers, when we saw this mentioned in our guide book we thought we had to visit. The disappointment started when we arrived. It consists of a small collection of posters and other cat artefacts in 3 rooms of a house. It was so dull that I am really struggling to remember any artefacts to mention in this review! A cat-themed pin-ball machine was the highlight of the visit. Other than that it is just a collection of pictures and ornaments, most of which are very shabby. There were 2 live cats in reception as we left, but I was concerned about how thin and under-nourished they seemed. When I stroked them they were like bags of bones. They were more like strays than cared-for pets.I suppose you could possibly consider this to be a quirky or eccentric place for cat lovers and accept it as that. However when you compare the admission cost of EUR6 against EUR10 to get into Anne Frank’s House I think I am justified in expecting quite a lot more. This place is not worth visiting and the people who run it should not be encouraged.",Jun 2013,Couples,date_with_label,負面,負面
4,"This museum is located in a house at the side of a smaller canal and is not very big. However it is stuffed full with different cat-themed artwork, some of it better than others but all decidedly feline. There were some artworks by renowned artists on display, including a Rembrandt drawing and a Pablo Picasso drawing, and the works by less famed artists are also fun.My mum and I visited this museum whilst it was being re-organised, and the staff members moving displays around were quite loud and rude, ignoring the fact that they still had visitors in the museum. At one point one of them knocked a painting off the wall and then laughed.There are some displays which feel a bit like they're mocking the visitor - like a cat made out of a cardboard box and tape, and a statue with a pompom jacket on - but these might also just be a sign of curators who really like anything to do with cats. This museum is fun and indulges cat-lovers, so I hope it is the latter.",Aug 2012,,date_only,中立,中立
4,"I absolutely loved the posters and artwork in this museum, but I can see where others might not be so inclined.  Please only go to this museum if you are extremely interested in cats and cat art.  This is also just a small museum, so don't expect hundreds of items.  It's just an old house, 2 or 3 stories of small rooms with lots of cat posters and some cat sculptures and paintings.",May 2013,Couples,date_with_label,中立,中立
3,"I'm glad I went but I'm also glad I had a discount for the entry.  There are just a few rooms but they are crammed full of every possible type of cat poster, ornament, etc.  The rooms themselves were interesting for the old architecture.  Two of the resident kittens were present which also made it worthwhile.",Apr 2013,,date_only,正面,正面
2,"My husband and I are both Cat lover's so decided to visit this museum. I would have given the 3 but a price of 6 euro's seems so steep for this museum.It is a small museum with interesting artifacts, ornaments and pictures and poster's of Cats. It is spread over three rooms. There we no descriptions or facts or anything written about cats anywhere in the museum, which was a disappointment.My main bug bearer was the price, 6 euro's is very steep when you consider you can visit the houseboat museum for half the price, and it is a very similar experience.",May 2013,Couples,date_with_label,負面,負面
3,"This museum offers a rather small collection considering the entrance fee. Also, the live cats kept here are apathetic, which I found downright insulting :) They have some interesting exhibits, and of course the interior of the building is beautiful and the museum provides great photo-ops.",May 2013,Couples,date_with_label,負面,負面
5,"On entering this fine example of a canal house,I was in awe of the artwork,the high ceilings and being sent back to time of days gone by.This place is an incredible time capsule ,and worth it for the history.The art work is all about cats.Great examples and posters available afterwards.The resident cats plated to their audience.This place was used in Oceans 12,as Catherine Zeta Jones house....purrfect for such a sex kitten!",May 2013,Friends,date_with_label,正面,正面
5,"Though it will take less than an hour, impression is great. One can admire not only with numerous paintings and figurines of cats, but with the atmosphere of the house in the richest part of the Amsterdam",Mar 2013,,date_only,正面,正面
1,"I like,love and adore cats! But this was the most awful place I have ever visited. The building- so dark and unpleasant, noting special ABSOLUTLY NOTHING! Money down the drain.",Dec 2012,Couples,date_with_label,負面,負面
4,"Being a sucker for the weird and wonderful means this place is well worth the visit. I a city full of great and renouned museums and attractions this place is a little gem. Note any distaste or dislike for feline kind should avoid. Obvious, but must be said",Jan 2013,Friends,date_with_label,正面,正面
5,"Do you remember the artwork of Al Stewart's 33rpm ""Year Of The Cat""? Kattenkabinet will bring you to the same atmosphere. A wonderful little cat-themed museum that will bring a big smile on feline lovers’ faces. Beautifully decorated, arranged and last but not least, romantically located. If you are lucky, you can have some playful time with one of the three real cats (two young twins and a kind elegant 17 years old lady cat) who will greet you and sleep on your knees purring when you sit. They're the real stars of the place. :)The lady at the counter is helpful, smiling and obviously loves cats. For everyone who loves cats and art.",Jan 2013,Couples,date_with_label,正面,正面
5,"Slightly ramshackle cat museum in a beautiful canal mansion.  The exhibit itself was very good (impressive to see a Rembrandt and a Picasso in a random individual home).  But, more intriguing is the house itself -- with large parts of it in the same condition as 100 years ago or more.  Several of the rooms have period detail from even earlier.  My wife is a cat fanatic so getting to play with some of the house cats was nice for her.",Dec 2012,Couples,date_with_label,正面,正面
4,I quite enjoyed this little museum.  The building itself was quite nice and still felt pretty homey in a cluttered sort of way.  If you haven't been in a canal house this is a good example and you can enjoy the canal views pretty much on your own as the museum isn't very busy.  The collection of cat art is eclectic and amusing.  The main business is a hotel and the museum is run more as a sideline.  Not very expensive though and recommended if you are a cat person.,Apr 2012,Friends,date_with_label,正面,正面
5,"First off, let me say that I have been to 3 cat museums in my life and that I am also pretty much an expert on presenting cats in the most artistic way because i paint and draw cats myself. This kabinet was definitely top notch. The artistry was im-paws-ibly diverse. My only complaint was that the live exhibit was unresponsive to my stroking. Also, I would have enjoyed many more live exhibits to stroke. Some of the art was worse than mine but hey, the more cats the better. In conclusion, it would be a cat-asstrophe if you skipped the Kattenkabinet!",Oct 2012,Solo,date_with_label,正面,正面
3,"We went here as we saw it on trip advisor and thought it was something different, being cat owners ourselves. ItTook a bit of finding and did not open till midday so we had a coffee and went along at 12. Rang the bell And were admitted, it was slightly haphazard and we were told upstairs was the museum and downstairs was the shop. Off we went. Now as a cat type museum it was slightly interesting, there were many nooks and crannies to investigate with some choice pieces and information there if you could find it. Mostly cat advertising posters and some art and sculptures. There's a small corridor where you can find out about the ginger Tom who inspired it all and his life. Thought that could have been a bit more prominent though?The main thing I want to point out is the building itself, what a lovely place, painted frescos on the ceilings, great rooms and furnishings, we thought it was much better than the more expensive museum van loon. The shop was disappointing thought and it kind of seemed like it was open as a hobby rather than a business. Great building though. Worth 6 euros for that..",Oct 2012,Couples,date_with_label,中立,中立
3,"I love Cas and was looking forward too visit that place! I expected more than 3 rooms with an overcrowding of paintings, statues and different little things about Cats. That was sweet but not that interesting and we have only seen one little (and cute) cat... who has been scared by the screamings of the childs that live there with several other people! Dont you know that this was also the actual house of people? Now you do: everything is closed by ""no access/Private"" signs... They said ""5 rooms with art and cats blablabla"" and i was ok to give 6€/person, but for in fact ""3 very small rooms, a hallway and a souvenir shop"" i will never have paid so much! First time i am disappointed by something about Cats :( If you really love Cats, go to the Poezenboot: Its free, lots of cats and its for a good cause!!!",Oct 2012,Couples,date_with_label,負面,負面
5,"I mean, if you really like cats, you should try it! It is not very big, but there are plenty of posters and paintings and sculptures featuring cats. And there are real cats, too!",Feb 2012,,date_only,正面,正面
4,"Initially the reason for visiting the cat cabinet was more for a laugh (to be able to post on facebook that we took our partners to a cat house).What a pleasant surprise it turned out to be. the museum housed a collection of works by numerous painters including Toulouse L'Autrec and Picasso, also a collection of posters which according to the guide dated from 1860.Unfortunately we didn't see any live felines but were rewarded with a painted ceiling from 1670.Admission is a bit high 6 euro for adults but you get a 50% off voucher with a brief history of the building ( which can be used at a later date for the holder of the voucher).",Aug 2012,Couples,date_with_label,正面,正面
3,"This odd little museum is housed in a beautiful old mansion.  The ceiling work in the 4 or 5 rooms is stunning.  there are all kinds of cat art and objets de art in this museum, along with a real cat or two.  Thirteen year old daughter enjoyed looking and holding a cat.  The museum was okay for a 30-45 minute break.",Sep 2012,,date_only,正面,正面
2,There is really nothing to see there. It is just a big old style appartement with cat pictures and painting on the walls. The house is amaising but the museum itself is absolutely out of date and there is nothing to see there..,Aug 2012,Couples,date_with_label,負面,負面
3,"I loved the paper machÃ¨ and the toilet paper in the scratching post is a must see!The santuary of morgan, the owner's best friend (a cat) who has past away is lovely.We too trust no dogs!","Written August 20, 2012",,unknown_format,正面,正面
3,"Paid 4.5 Eu. (discounted price with Amsterdam I-Card) should have been free, and there is not much to see.  Only 1 floor with a few rooms of mostly artwork and posters of cats.  I was expecting more and at least a few live cats to add to the experience.  I asked where they were hiding, and was told that the 2 resident cats were away for the weekend.  Suggestion: get more live cats and add another floor.  It is close to a main canal, and the Handbag museum, which I actually liked, even though I'm a guy and a cat lover, and was free with Amsterdam I Card as well as many other well know museums such as the Van Gogh.",Jul 2012,Couples,date_with_label,負面,負面
1,"Really looking forward for a visit, I was very disappointed. And I'm a cat lover. You find some posters on the wall, some cat statues and that's it. Costed me 6 euros, which was about 1 euro a minute. There was some exposition on Fiep Westendorp's paintings, which are hardly known outside of the Netherlands itself. I rather hoped to find some explanations about catlife and so on, but I didn't.",Aug 2012,Solo,date_with_label,負面,負面
1,"I looked quite a while to find this place, then paid the €6 entry not knowing what to expect. A few rooms with pictures of cats on the walls and a few ordinary cat statues was what my €6 had bought. I was very disappointed and left thinking that I could put together a better cat museum myself.",Jun 2012,Solo,date_with_label,負面,負面
4,"Rather small and relatively poorly located, it is interesting, especially for cats lovers.We noticed a graphic by Rembrandt, but we wanted to see real felines, in flesh and bones. It was only one, a beautiful very old one (17 years)!It is good to visit on a rainy day...",Apr 2012,,date_only,中立,正面
5,"If you love cats you have to visit this museum, it is tiny but very well decorated, it has some fine art about cats, some very old posters, statues and what not!! If you are lucky you will also get to see the sweet little 17 years old cat that belongs to the owner of the museum!! We own 3 cats so we were curious about this museum and it didn't disappoint us!!",May 2012,Couples,date_with_label,正面,正面
2,"I completely agree with Glyntrepid - this museum is overpriced for what it offers and is very unwelcoming (not sign-posted, have to ring doorbell to gain access, disinterested staff). There was someone in the music room banging out some Chopin, seemingly affronted that anyone had the temerity to visit!The collection of paintings is quite pleasant, but the lighting is so poor that it is hard to appreciate them.  The vivid colours of the Tarkhoffs were particularly wasted in the music room - much better to view them on the KattenKabinet webpage. The Steinlen posters fare better, but haven't we seen these all before on greeting cards?  As for the Rembrandt etching - you need a magnifying glass to spot any feline presence! Probably the best exhibits are the lovely sculptures, particularly those by Sandoz - these raised my rating from one star to two.It is always nice to mooch around in the splendid canal houses of the Herengracht, but there are plenty of better properties than this to to visit.  If you are looking for a great museum in a golden age canal house it is much better to opt for the Handbag museum.Maybe if there had been some real cats in attendance I would have felt more positive - obviously at least one cat does live there because we saw a litter tray. I quite liked the quirky memorabilia of the ginger moggy J.P. Morgan (particularly his Louis Vuitton travelling litter tray!)Anyway, our visit was pleasant enough, but did not justify six euros.  It was particularly galling that I couldn't use my museum card and my daughter could not get any reduction with her student CJP pass.  Also be warned - don't expect any toilet facitities or cafe.",May 2012,,date_only,負面,負面
1,"I'd really looked forward to this but was so disappointed. It was SIX Euros - which was at least 5 times too much. The woman who seemed to be running it was - to put it politely - aloof. After ringing the doorbell and being let in - you're left to your own devices. basically you go upstairs where there are a couple of rooms full of some posters with cats on and a few feline ornaments. The house itself is also quite interesting as it gives a glimpse inside one of the golden bend properties. To be fair, if I'd paid a Euro or two, I'd have thought it was a harmless bit of fun. The fact that it was all rather cold and unwelcoming only added insult to injury. As very much a ""cat person"" I felt this place really let the side down. Your average dog enthusiast would pounce on the chance to say it was typically cat-like - cold, snooty and distant. A real let down - don't bother!",May 2012,,date_only,負面,負面
4,The house is spectacular and is filled with some wonderful cat inspired art. You may even get to meet one of the feline residents too...Fantastic!,Mar 2012,Couples,date_with_label,正面,正面
5,I visited a couple of years ago after reading about it in a guide book and  I'm so glad we did.  On a trip with two young teenage girls it was a breath of fresh air after serious museums.  They loved the live exhibits and were entertained by a real cat fight. The furnishings and paintings were pretty good too.Truly memorable.,May 2011,,date_only,正面,正面
3,"I'm a big cat lover and was so excited about going to this museum and seeing the real cats wandering around. But I was quite disappointed. The museum is very small - only a couple of rooms - with quite a random collection of cat pictures. One of the main focuses seemed to be a Dutch cartoonist I had never heard of, though there is also a Rembrandt and a Picasso. Even so we did the whole museum in about half an hour.I was on the look out for the real cats that live there (I think I read that there are three) as I had seen photos of them sitting on chairs in the museum and being fussed over by visitors. We did the whole museum and didn't see any of the real cats, and it was only when we were about to leave that I saw a cat through the window of an external door marked 'private'. We were right by the ticket desk so I mentioned that there was a cat that wanted to come in (obviously hoping they would let it in) and they responded ""yes, it's fine outside"". I think they took pity after seeing the disappointed expression on my face as they then let the cat in and it went and sat on a chair in the gift shop - so at least I could say I had seen a cat in the cat museum! I still think this is worth a stop if you are a real cat lover but the museum itself isn't that great.",Apr 2012,Couples,date_with_label,負面,負面
1,"The museum has three rooms with posters on the wall, two paintings, some statues and thats it! I  thought there must be more, but no this is it. There was a small temporary exhibtion of Fien Westendorp what is for us dutch people nice as she was an illustrator of dutch childrenbooks but for tourists from abroad slightly interesting. Very poor and with 6 Euros entrance fee a really rip of. Spend your money elsewhere.",Apr 2012,Couples,date_with_label,負面,負面
4,I loved visiting The Cat Cabinet. As the proud owner of two cats I adore anything and everything to do with cats. The collection of feline art is great and I had found a card at my hotel which allows for any visitor of the museum a free gift which turns out to be a free postcard of your choice with was lovely.,Apr 2012,,date_only,正面,正面
3,"This place was OK. I'm not a massive cat lover, but I thought this museum would be quirky and fun. It was both of these things, but it would have helped if there was some kind of guide or commentary giving information about the exhibits. As others have noted, it's quite small and looking round doesn't take long. The house is beautiful and the staff are friendly though.","Written April 11, 2012",,unknown_format,中立,中立
4,I have seen many of the posters in the Cat Cabinet in books and they were magnificent in full size. The building is also very interesting and it is a wonderful way to spend and hour or two. I would recommend a visit for any cat lover and anyone who loves poster art.,Feb 2012,Couples,date_with_label,正面,正面
3,"cats are my fave things ever,but for the price theres not alot to see here really,pics and postcards,i thought it would be more interseting.",Mar 2012,,date_only,負面,負面
3,"This is a charming building tucked away down the end Herengracht. It is worth visiting as it contains an odd colleciton of artefacts and artwork of a catty nature. Most visitors only spend about half an hour there so it may not be worth the entrance fee to some, about 6 euros as I recall.",Mar 2012,,date_only,中立,中立
5,"I loved this quirky museum with its beautiful location, stunning roomss and fantasic collectiopn of cat art. Given that I love cats, I was already sold, but this really is a beautiful collection housed in an amazing building. Partcularly intersting  pieced are highlighted. I particularly enjoyed the advertising posters. The git shop is small but purrfectly formed with a wide range of posters and postcards",Mar 2012,,date_only,正面,正面
